host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,minimum_nights,availability_30,availability_60,availability_90,availability_365,instant_bookable,cancellation_policy
within an hour,100%,100%,t,7,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.30921908,-71.04564116,t,House,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$47.00 ,$100.00 ,$25.00 ,1,2,10,19,183,t,flexible
within a few hours,100%,71%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.32810032,-71.06174181,f,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$99.00 ,,$25.00 ,2,11,41,67,342,f,flexible
within an hour,100%,100%,f,3,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.29855671,-71.06806817,t,House,Private room,4,1,1,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$96.00 ,,,4,21,51,81,171,f,moderate
within an hour,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.29160795,-71.06134784,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$144.00 ,$200.00 ,$30.00 ,4,0,0,7,19,f,strict
within a day,73%,91%,f,10,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.32328571,-71.06210287,t,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials}",$126.00 ,$500.00 ,$175.00 ,6,11,41,62,337,f,strict
within an hour,100%,100%,t,7,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.30944862,-71.04554952,t,House,Private room,3,2,1,2,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$77.00 ,$100.00 ,$25.00 ,1,1,7,21,269,t,flexible
within an hour,100%,100%,f,11,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.29928984,-71.05996995,t,Townhouse,Entire home/apt,6,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$165.00 ,$200.00 ,$110.00 ,1,13,43,73,132,f,strict
within a day,73%,91%,f,10,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.31323994,-71.06241647,t,Apartment,Entire home/apt,6,1,2,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}",$142.00 ,$500.00 ,$150.00 ,2,8,20,38,38,f,strict
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews']",t,f,Dorchester,42.31648145,-71.06502548,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Iron,""Laptop Friendly Workspace""}",$175.00 ,,$25.00 ,2,0,0,0,0,f,flexible
within a few hours,100%,100%,t,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.31137052,-71.05185432,f,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$195.00 ,$250.00 ,$75.00 ,2,4,4,4,86,f,moderate
within a few hours,79%,100%,f,18,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31317862,-71.05637455,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$59.00 ,$100.00 ,$49.00 ,3,0,6,36,311,f,strict
within a day,100%,83%,t,1,"['email', 'phone', 'reviews']",t,f,Dorchester,42.32598026,-71.06134196,t,Bed & Breakfast,Entire home/apt,4,1.5,2,2,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$135.00 ,$250.00 ,,3,2,9,13,285,f,strict
within a day,93%,57%,f,17,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.30437279,-71.07193226,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$39.00 ,$300.00 ,$50.00 ,30,5,35,65,340,f,strict
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31945991,-71.0563988,t,Loft,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,Washer,Dryer}",$250.00 ,,,1,0,0,0,248,f,moderate
within a few hours,100%,99%,f,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.32075915,-71.06861134,t,House,Private room,4,1,1,2,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Heating,""Family/Kid Friendly"",Essentials,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace""}",$88.00 ,,$9.00 ,1,22,52,82,357,t,flexible
a few days or more,0%,100%,f,1,"['phone', 'reviews']",t,f,Dorchester,42.31792175,-71.05345528,t,House,Private room,2,1.5,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Lock on Bedroom Door""}",$60.00 ,,,1,0,0,0,248,f,flexible
within an hour,100%,100%,t,7,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.30804199,-71.04788235,t,House,Private room,3,2,1,3,Real Bed,{},$68.00 ,$100.00 ,$20.00 ,1,0,0,0,0,f,flexible
within a few hours,100%,100%,f,5,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.2982235,-71.07621396,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$56.00 ,$100.00 ,$25.00 ,3,0,16,46,321,f,moderate
within an hour,100%,100%,f,3,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.29480477,-71.06813884,t,House,Private room,3,1.5,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$79.00 ,$100.00 ,$40.00 ,2,0,0,16,291,t,strict
within an hour,100%,100%,t,7,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.31050176,-71.04811586,t,House,Private room,3,2,1,2,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$63.00 ,$100.00 ,$25.00 ,1,0,0,12,258,t,flexible
within a few hours,79%,100%,f,18,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31812609,-71.05451533,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$55.00 ,$100.00 ,$50.00 ,3,30,60,90,365,f,strict
within an hour,100%,100%,t,3,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.30957665,-71.0479234,t,Bed & Breakfast,Private room,2,2.5,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Heating}",$100.00 ,,,1,6,22,52,327,f,flexible
within an hour,100%,100%,f,3,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.29536597,-71.05958006,t,House,Entire home/apt,4,1,1,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$150.00 ,$100.00 ,$50.00 ,2,12,26,52,315,f,moderate
within a day,100%,50%,f,1,"['email', 'phone', 'reviews']",t,f,Dorchester,42.31395525,-71.06142191,t,House,Entire home/apt,6,3,3,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$300.00 ,,$75.00 ,2,0,0,0,207,f,moderate
within a day,73%,91%,f,10,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Dorchester,42.31167122,-71.06168215,t,Apartment,Entire home/apt,6,2.5,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$168.00 ,$500.00 ,$175.00 ,2,4,12,38,313,f,strict
within an hour,100%,88%,t,7,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31912084,-71.05158325,t,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$150.00 ,,,1,3,3,3,3,f,strict
within a few hours,100%,62%,t,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.31507326,-71.06342635,t,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$79.00 ,,,1,10,10,15,258,f,strict
within an hour,100%,95%,f,3,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.28174863,-71.08586808,f,House,Private room,2,1,1,2,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron}",$70.00 ,,$25.00 ,1,29,59,89,364,f,strict
within a few hours,100%,94%,f,22,"['email', 'phone', 'reviews']",t,f,Dorchester,42.28825021,-71.06667507,f,Apartment,Private room,1,1,1,1,Airbed,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}",$35.00 ,$500.00 ,$50.00 ,10,0,0,30,305,f,moderate
within an hour,100%,100%,f,3,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.28948306,-71.05939283,t,House,Private room,1,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$73.00 ,$100.00 ,$75.00 ,4,21,51,81,108,f,strict
within an hour,100%,95%,f,3,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.28373701,-71.08581156,t,House,Private room,2,1,1,1,Airbed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",$65.00 ,,$25.00 ,1,26,56,86,361,f,strict
within a few hours,100%,89%,f,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.29538345,-71.06027899,t,Apartment,Entire home/apt,6,2.5,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",$275.00 ,,,2,0,10,40,315,f,moderate
within a few hours,100%,50%,t,2,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31261082,-71.06709804,t,House,Private room,2,2,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$78.00 ,,$30.00 ,2,0,0,0,248,f,strict
within a few hours,79%,100%,f,18,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31144209,-71.05763657,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$52.00 ,$100.00 ,$50.00 ,5,6,36,66,341,f,strict
a few days or more,40%,100%,f,1,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline']",t,t,Dorchester,42.31785859,-71.06289235,t,Apartment,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Hair Dryer"",""Laptop Friendly Workspace""}",$39.00 ,,,1,0,0,3,276,t,flexible
within an hour,90%,80%,f,3,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.31588827,-71.07199504,t,Apartment,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$100.00 ,,,1,30,60,90,365,f,flexible
within an hour,100%,100%,f,1,"['email', 'phone', 'reviews']",t,f,Dorchester,42.3205905,-71.04375558,t,Apartment,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$60.00 ,$100.00 ,$5.00 ,1,0,0,0,0,f,moderate
within an hour,100%,96%,f,4,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.31417775,-71.060367,t,House,Private room,2,2.5,1,1,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$65.00 ,,$10.00 ,2,11,26,48,275,f,flexible
within a few hours,100%,94%,f,22,"['email', 'phone', 'reviews']",t,f,Dorchester,42.28958573,-71.06829405,f,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$60.00 ,$500.00 ,$50.00 ,10,12,42,72,347,t,moderate
within a few hours,100%,71%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.31502071,-71.06252738,t,Condominium,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace""}",$100.00 ,,,4,0,0,0,0,f,flexible
"Cambridge, Massachusetts, United States","Hi! I'm a grad student based in Cambridge, MA.",within a few hours,100%,Dorchester,1,1,"['email', 'phone', 'reviews', 'jumio']","Taft Street, Boston, MA 02125, United States",US,United States,42.31826028,-71.0579328,t,Apartment,Private room,2,1,1,1,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Iron,""Laptop Friendly Workspace""}",,,1,3 weeks ago,,0,0,,
within an hour,100%,99%,t,2,"['email', 'phone', 'amex', 'reviews', 'kba']",t,t,Dorchester,42.32521458,-71.0586079,t,Apartment,Private room,1,1,1,1,Airbed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$40.00 ,$100.00 ,$14.00 ,1,10,40,48,320,t,moderate
within an hour,100%,100%,f,1,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,Dorchester,42.29521626,-71.05732569,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Iron,""Laptop Friendly Workspace""}",$175.00 ,$125.00 ,$25.00 ,1,3,27,42,42,f,strict
within an hour,100%,100%,t,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.31775603,-71.06167666,t,Condominium,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$108.00 ,,$25.00 ,1,12,32,58,138,f,moderate
within an hour,75%,100%,f,3,"['email', 'phone', 'reviews', 'jumio']",t,t,Dorchester,42.2924911,-71.07464279,t,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",$65.00 ,,,2,28,58,88,363,t,strict
within an hour,100%,100%,f,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Dorchester,42.2909537,-71.0675486,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$144.00 ,,$50.00 ,1,4,24,54,329,f,strict
within an hour,100%,100%,f,3,"['email', 'phone', 'reviews', 'kba']",t,t,Dorchester,42.29362568,-71.06652076,t,House,Private room,3,1.5,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$79.00 ,$100.00 ,$40.00 ,2,1,31,61,336,t,strict
